Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_allow_single_entry,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_mode,in_sl_atr_factor_from_entry,in_sl_padding_atr_factor,in_trailing_stop_atr_factor
2089,78.99,869.7,3.797817,3.223671,2.675671,4.62208,0,32.0771,229,true,10,86,0.4,0,1.4,0.8,3.3
1858,78.98,868.9,3.794323,3.221626,2.673209,4.61927,0,32.0771,229,true,10,86,0.4,0,1.4,0.8,3.6
1926,78.68,868.01,3.662489,3.274898,2.670471,5.027121,0,31.8739,237,true,10,86,0.4,0,1.4,0.3,2.9
1698,78.96,867.08,3.786376,3.216972,2.66761,4.61522,0,32.0771,229,true,10,86,0.4,0,1.2,0.8,1.7
2019,79.39,865.42,3.779127,3.338341,2.82891,5.032245,0,30.379,229,true,10,84,0.4,0,3.6,0.3,2.4
1532,65.67,864.95,2.728549,2.325919,2.056271,3.46452,0,37.887,317,true,10,92,0.3,1,2.2,0.9,3.8
1953,78.57,864.13,3.646118,3.306315,2.658534,5.065415,0,31.771,237,true,10,86,0.4,0,2.8,0.2,3.3
933,44.4,859.44,0.390832,1.469475,1.845321,4.507272,0,41.8135,2199,true,1,116,0.9,0,2,0.7,2.7
1751,78.57,856.83,3.615316,3.190597,2.636076,4.956372,0,31.9717,237,true,10,86,0.4,0,2.8,0.4,3.3
1930,78.55,855.03,3.607722,3.185995,2.630538,4.949447,0,31.9717,237,true,10,86,0.4,0,3,0.4,3.8
2063,79.3,854.16,3.729956,3.249506,2.792103,4.95518,0,30.4871,229,true,10,84,0.4,0,3.6,0.4,3.1
2107,78.49,850.29,3.587722,3.118205,2.615955,4.903638,0,32.0669,237,true,10,86,0.4,0,1.4,0.5,2.1
1996,78.49,850.29,3.587722,3.118205,2.615955,4.903638,0,32.0669,237,true,10,86,0.4,0,1.6,0.5,2.1
1369,78.66,847.13,3.683174,3.130234,2.606233,4.664248,0,31.9896,230,true,10,86,0.4,0,3.8,0.7,2
2071,78.65,846.29,3.679522,3.128121,2.603649,4.660947,0,31.9896,230,true,10,86,0.4,0,3.8,0.7,2.3
1591,78.64,845.78,3.677304,3.126839,2.60208,4.658075,0,31.9896,230,true,10,86,0.4,0,3.8,0.7,2.6
1117,78.64,845.38,3.675565,3.125833,2.600849,4.656608,0,31.9896,230,true,10,86,0.4,0,2.2,0.7,2.7
587,63.62,842.43,2.52982,2.147365,2.002734,3.832442,0,35.1897,333,true,10,94,0.3,0,1.6,0.5,3
1184,78.59,841.58,3.659043,3.116277,2.589158,4.645009,0,31.9896,230,true,10,86,0.4,0,2.2,0.7,1.8
1392,78.59,840.78,3.655565,3.114266,2.586697,4.639633,0,31.9896,230,true,10,86,0.4,0,2.2,0.7,4
1426,64.58,831.89,1.549143,2.188788,2.719306,3.805231,0,31.9382,537,true,5,104,0.3,1,3.4,0.3,2.5
1308,52.48,813.91,0.474307,1.570065,2.14469,5.467138,0,33.239,1716,true,1,110,1,0,2.2,0.9,2.1
497,41.24,806.64,0.362209,1.43204,1.740286,4.369471,0,41.638,2227,true,1,116,0.9,0,3,0.6,3.2
480,52.02,802.88,0.467879,1.562339,2.128921,5.414035,0,33.0315,1716,true,1,110,1,0,2.2,0.9,3.7
1424,63.4,794.2,2.701361,2.269765,1.888075,3.228803,0,38.487,294,true,10,90,0.3,0,2.8,0.3,2.3
1939,63.23,789.58,2.685646,2.262379,1.877092,3.216032,0,38.487,294,true,10,90,0.3,0,1,0.3,3.1
1271,69.37,789.02,2.758811,2.445224,1.938529,4.416934,0,26.6965,286,true,10,94,0.4,1,2.2,0.8,2.3
1756,63.12,786.94,2.676667,2.258158,1.870816,3.208928,0,38.487,294,true,10,90,0.3,0,1,0.3,3.6
774,69.24,786.22,2.749021,2.440095,1.93165,4.405525,0,26.7456,286,true,10,94,0.4,1,2.2,0.8,2.9
305,63.06,785.29,2.671054,2.25552,1.866893,3.204476,0,38.487,294,true,10,90,0.3,0,2.8,0.3,3.9
1849,69.19,785.1,2.745105,2.438044,1.928898,4.401183,0,26.7653,286,true,10,94,0.4,1,2.2,0.8,3.1
1644,69.05,782.02,2.734336,2.432402,1.921331,4.389199,0,26.8196,286,true,10,94,0.4,1,2.2,0.8,3.7
1713,69.03,781.46,2.732378,2.431376,1.919955,4.387013,0,26.8295,286,true,10,94,0.4,1,2.2,0.8,3.9
1200,52.94,778.42,2.075787,1.932407,1.63119,3.833928,0,27.2829,375,true,10,96,0.3,1,1,1,2.8
1490,57.92,777.24,1.72337,2.128561,1.818616,3.927654,0,25.2173,451,true,5,120,0.4,1,3.4,0.3,2
1146,67.84,776.7,1.446369,2.163404,3.385199,4.419755,0,23.7892,537,true,5,96,0.3,1,1.8,1,3.8
1021,52.56,769.99,2.053307,1.922309,1.613524,3.807045,0,27.415,375,true,10,96,0.3,1,1,1,1.7
1181,52.5,769.96,2.053227,1.93298,1.607533,3.82936,0,27.3865,375,true,10,96,0.3,1,1,0.9,3.5
1131,49.68,769.12,1.556923,1.907088,1.504303,2.852814,0,29.2677,494,true,5,116,0.3,1,3.4,0.3,3.7
1220,48.15,754.84,1.585798,1.864908,1.423421,2.765358,0,30.2508,476,true,5,116,0.3,1,3.4,0.8,3.8
1328,66.71,748.71,1.826122,2.146008,1.722202,3.941751,0,25.9751,410,true,5,118,0.4,0,1,0.7,3.8
1626,68.13,746.36,1.318657,2.15747,3.252964,4.821676,0,23.2462,566,true,5,96,0.3,1,1.8,0.2,2.9
1257,56.94,740.92,1.646489,1.935623,1.663083,2.97854,0,30.1415,450,true,6,118,0.4,0,1.4,0.8,3.6
1386,56.81,738.1,1.640222,1.932062,1.656753,2.969893,0,30.1992,450,true,6,118,0.4,0,1,0.8,3.7
326,56.81,737.09,1.637978,1.930787,1.654486,3.013041,0,30.2198,450,true,6,118,0.4,0,1,0.8,1.7
1735,65,726.32,1.662059,2.057419,1.595782,3.697384,0,27.2087,437,true,5,120,0.4,0,2,0.8,2.3
1580,56.17,723.37,1.607489,1.913461,1.62369,2.971302,0,30.5037,450,true,6,118,0.4,0,1,0.8,2
1256,53.16,722.41,0.392188,1.499744,2.030268,5.459508,0,22.7769,1842,true,1,110,1,0,1,0.3,2.6
1395,52.44,720.47,0.391135,1.498402,2.004312,5.452243,0,23.0004,1842,true,1,110,1,0,1,0.3,1.9
1522,64.62,720.45,1.652408,2.034951,1.571422,3.625903,0,27.449,436,true,5,120,0.4,0,2.6,0.9,2.2
1319,54.19,717.61,2.116844,2.06393,1.705996,3.194784,0,38.2487,339,true,10,92,0.3,1,2.2,0.2,3.2
1152,54.06,714.56,2.107847,2.059408,1.698745,3.187458,0,38.2487,339,true,10,92,0.3,1,2.2,0.2,1.6
1742,55.11,711.88,2.326405,2.085514,1.692374,3.103062,0,38.6867,306,true,10,90,0.3,1,3,0.4,3.8
738,67.49,707.19,1.260588,2.03797,3.082244,4.503261,0,23.5231,561,true,5,96,0.3,1,1.8,0.5,2.2
1305,67.49,707.15,1.260517,2.037912,3.082069,4.501924,0,23.5231,561,true,5,96,0.3,1,1.8,0.5,3.8
1543,55.13,701.35,1.558556,1.885655,1.574263,2.902204,0,30.9707,450,true,6,118,0.4,0,1.4,0.8,2.5
2179,63.71,698.55,1.602179,2.003491,1.523655,3.532209,0,27.8137,436,true,5,120,0.4,0,1.6,0.9,2.8
555,53.9,690.19,1.533756,1.870167,1.56021,2.871613,0,31.0769,450,true,6,118,0.4,0,1,0.7,3.8
1509,42.86,689.77,0.371443,1.445815,1.806768,4.609616,0,34.165,1857,true,1,116,1,0,1.2,0.5,2.6
1611,53.11,672.87,1.495267,1.84833,1.521057,2.861751,0,31.4597,450,true,6,118,0.4,0,2,0.7,2.1
2034,81.37,670.83,2.783527,2.708642,2.49305,5.370081,0,20.5963,241,true,10,80,0.4,1,2.6,0.4,2.8
705,64.56,668.98,1.527352,1.960598,1.643686,3.690367,0,25.9807,438,true,5,114,0.4,0,2,0.8,2.3
1577,81.26,668.45,2.773651,2.70258,2.484205,5.356315,0,20.6339,241,true,10,80,0.4,1,2.6,0.4,3.8
988,34.09,662.71,0.267006,1.3617,1.417198,4.282418,0,41.0362,2482,true,1,116,0.9,1,3.6,0.3,1.6
1499,52.44,659.21,1.464911,1.831108,1.490178,2.817375,0,31.7683,450,true,6,118,0.4,0,1,0.7,2.4
1150,52.25,655.44,1.456533,1.826355,1.481656,2.804347,0,31.8545,450,true,6,118,0.4,0,1,0.7,2.5
2042,80.43,650.47,2.779786,2.612189,2.345896,4.863678,0,21.4154,234,true,10,80,0.4,1,2.6,0.7,3.8
2005,72.12,644.99,1.279742,1.907363,2.694757,3.565763,0,47.2519,504,true,5,100,0.3,0,3.2,0.7,3.9
1630,43.48,643.1,1.13823,1.689326,1.263756,2.788983,0,31.4253,565,true,5,116,0.3,1,1.8,0.6,2.4
1512,63.25,640.45,1.429576,1.923304,1.600485,3.661136,0,26.1464,448,true,5,114,0.4,0,2,0.6,2.9
946,51.35,639.95,1.415819,1.839103,1.496154,2.916705,0,31.5524,452,true,6,118,0.4,0,1.4,0.3,1.6
1984,73.03,638.28,1.905313,2.406492,1.794736,5.889757,0,24.1107,335,true,5,120,0.5,0,3.8,0.3,2.1
1314,68.35,636.38,0.451974,1.493762,2.951396,5.374145,0,17.2876,1408,true,2,116,0.6,1,2,0.5,3
1495,71.96,633.16,1.25627,1.890721,2.671448,3.586382,0,46.79,504,true,5,100,0.3,0,3.2,0.7,2.3
1130,68.15,632.51,0.449226,1.490759,2.932496,5.342043,0,17.3199,1408,true,2,116,0.6,1,2,0.5,3.8
145,51.64,631.06,1.380875,1.846719,1.487612,2.902902,0,31.5955,457,true,6,118,0.4,0,1.4,0.2,2.4
1600,70.84,628.89,1.941019,2.325514,1.705973,5.620067,0,24.9169,324,true,5,120,0.5,0,3.2,0.8,1.7
1486,59.32,625.27,0.398769,1.67675,2.351258,7.199012,0,25.8315,1568,true,1,90,1,1,2.8,0.4,3.8
1514,59.2,623.16,0.397423,1.674467,2.343323,7.181867,0,25.8315,1568,true,1,90,1,1,2.8,0.4,3.6
1207,59.2,623.15,0.397417,1.674456,2.343286,7.181784,0,25.8315,1568,true,1,90,1,1,2.8,0.4,3.7
1672,69.06,617.15,0.441452,1.673767,2.509454,7.459367,0,19.8465,1398,true,1,86,1,0,1.8,0.8,1.7
1371,58.67,616.09,0.392414,1.665547,2.309616,7.152503,0,25.9111,1570,true,1,90,1,1,2.8,0.4,2.5
996,58.6,615.21,0.391854,1.664596,2.305625,7.143586,0,25.9189,1570,true,1,90,1,1,2.8,0.4,2.8
993,65.53,614.9,0.441421,1.466919,2.723206,5.237049,0,18.1037,1393,true,2,116,0.6,1,2,0.7,2.4
1558,65.38,612.46,0.43967,1.465066,2.7118,5.218528,0,18.1318,1393,true,2,116,0.6,1,2,0.7,2.7
627,66.5,612.31,0.434879,1.478423,2.791602,5.273475,0,17.8817,1408,true,2,116,0.6,1,2,0.4,1.8
975,68.59,611.37,0.437631,1.667456,2.485951,7.403887,0,19.9395,1397,true,1,86,1,0,1.8,0.8,2.3
359,64.23,610.48,0.438248,1.463563,2.628886,5.213508,0,18.5974,1393,true,2,116,0.6,1,2,0.7,2.1
1237,68.51,610.39,0.436929,1.666386,2.481966,7.397602,0,19.9554,1397,true,1,86,1,0,1.8,0.8,2
1656,68.46,609.77,0.436485,1.66571,2.479445,7.3826,0,19.9654,1397,true,1,86,1,0,1.8,0.8,2.9
1412,68.27,607.45,0.434825,1.663177,2.470012,7.336442,0,20.0031,1397,true,1,86,1,0,1.8,0.8,3.7
1560,69.33,602.36,1.859136,2.269596,1.634006,5.410342,0,25.3718,324,true,5,120,0.5,0,3,0.8,2.8
1307,69.33,602.36,1.859136,2.269596,1.634006,5.410342,0,25.3718,324,true,5,120,0.5,0,3.2,0.8,2.8
1814,65.15,594.1,0.39686,1.712846,2.608218,8.323848,0,22.4644,1497,true,1,86,1,1,2.6,0.4,3.8
902,51.66,592.36,2.407967,2.120324,1.024915,3.563256,0,39.7054,246,true,10,96,0.4,0,2.4,0.2,2.9
1376,57.98,579.91,1.397373,1.853838,1.44764,3.510653,0,30.0883,415,true,6,108,0.4,0,3.4,0.2,1.7
1987,77.44,574.1,0.494914,1.629033,3.938126,6.970331,0,13.3919,1160,true,2,116,0.7,1,1,0.8,2.2
1657,58.51,569.68,0.386224,1.62629,2.290447,7.514,0,24.5523,1475,true,1,86,1,0,1.8,0.2,3.1
1559,57.68,568.92,0.404925,1.419582,2.330302,4.793523,0,20.2786,1405,true,2,116,0.6,1,1.6,1,1.7
1692,47.33,562.19,1.140345,1.652177,1.017612,2.57121,0,35.2033,493,true,5,120,0.3,0,3,0.7,2.9
1414,76.23,559.33,0.474411,1.605113,3.626832,6.822637,0,14.1174,1179,true,2,118,0.7,1,1,0.8,2.5
1790,58.36,557.01,0.388973,1.597214,2.300553,7.170375,0,23.9084,1432,true,1,86,1,0,1.8,0.5,2.8
1851,74.99,554.88,0.472641,1.585187,3.462158,6.680455,0,14.8444,1174,true,2,118,0.7,1,1,1,1.5
1306,56.4,552.41,1.2937,1.868515,1.861471,4.162361,0,26.0824,427,true,6,114,0.5,1,2.4,0.9,3.9
1224,62.17,550.2,0.36413,1.649104,2.421122,8.25313,0,22.8099,1511,true,1,84,1,1,3.2,0.3,2.4
1452,62.1,549.09,0.363395,1.647794,2.416238,8.23867,0,22.8099,1511,true,1,84,1,1,3.2,0.3,2.8
350,54.67,548.86,2.135642,2.246389,1.638779,4.39214,0,25.573,257,true,10,80,0.4,1,1.2,0.8,2.5
31,52.75,547.45,1.184957,1.803773,1.488485,3.524613,0,26.0497,462,true,5,110,0.4,0,3.4,0.2,1.6
1143,54.46,545.5,2.122568,2.238759,1.628747,4.371775,0,25.6388,257,true,10,80,0.4,1,1.2,0.8,3.8
2123,52.52,543.95,1.177381,1.798635,1.478969,3.506148,0,26.1144,462,true,5,110,0.4,0,2.2,0.2,1.7
1121,52.52,543.95,1.177381,1.798635,1.478969,3.506148,0,26.1144,462,true,5,110,0.4,0,3.4,0.2,1.7
888,58.6,540.1,0.352546,1.637836,2.234588,8.119459,0,24.2573,1532,true,1,84,1,1,2.8,0.4,2.8
1469,65.02,540.07,1.836973,2.198212,1.576202,5.271569,0,25.1446,294,true,5,118,0.5,0,2.8,0.4,2
1043,58.55,539.44,0.352115,1.637056,2.231858,8.09127,0,24.2573,1532,true,1,84,1,1,2.8,0.4,3.2
728,44.57,535.44,1.146552,1.684242,1.315836,3.59188,0,30.2255,467,true,6,118,0.5,1,2,0.9,2.2
971,44.49,534.09,1.143662,1.682517,1.312518,3.586596,0,30.2558,467,true,6,118,0.5,1,2,0.9,1.5
1155,36.26,533.96,0.154235,1.21257,1.622929,3.446056,0,24.8315,3462,true,1,118,0.6,1,2.6,0.9,3
894,36.21,533.33,0.154053,1.212319,1.620719,3.442335,0,24.8467,3462,true,1,118,0.6,1,2.6,0.9,3.1
646,36.27,532.57,0.153833,1.212019,1.622996,3.443666,0,24.8082,3462,true,1,118,0.6,1,2.6,0.9,1.5
1596,57.34,532.08,0.354012,1.607494,2.202774,7.767157,0,24.2549,1503,true,1,84,1,1,3.2,0.7,3.7
358,36.21,531.85,0.153625,1.211732,1.620456,3.438685,0,24.8257,3462,true,1,118,0.6,1,2.6,0.9,1.6
159,57.32,531.74,0.353786,1.607099,2.201366,7.767696,0,24.2549,1503,true,1,84,1,1,3.2,0.7,3.6
1612,57.84,529.28,0.352149,1.591143,2.24509,7.630908,0,23.6787,1503,true,1,84,1,1,3.4,0.8,2.5
519,44.17,528.85,1.132441,1.675821,1.299641,3.552626,0,30.3742,467,true,6,118,0.5,1,2,0.9,3.9
1553,57.67,527.14,0.350725,1.588753,2.236013,7.572513,0,23.6787,1503,true,1,84,1,1,3.4,0.8,3.8
2169,52.02,526.84,1.145304,1.762729,1.417418,3.33453,0,26.6404,460,true,5,110,0.4,0,2,0.3,4
1482,54.2,526.1,1.223488,1.84695,1.730478,4.239265,0,25.9762,430,true,6,114,0.5,1,2.6,0.4,2.1
1349,57.57,525.82,0.349847,1.587279,2.230414,7.599233,0,23.6787,1503,true,1,84,1,1,3.4,0.8,2.3
1573,64.14,524.97,1.785612,2.164711,1.532133,5.137265,0,25.4263,294,true,5,118,0.5,0,2.8,0.4,2.8
1137,51.09,522.5,1.130952,1.767141,1.420648,3.392282,0,26.5183,462,true,5,110,0.4,0,3.4,0.2,2.4
1502,53,520.95,0.348462,1.56314,2.051792,7.341489,0,25.5048,1495,true,1,84,1,0,3.2,0.3,2.4
1546,57.14,520.92,0.346587,1.592918,2.190672,7.718957,0,23.874,1503,true,1,84,1,1,3.4,0.5,3.6
1415,51.05,514.66,1.202477,1.702867,1.294449,3.052602,0,28.2109,428,true,5,110,0.4,0,3.4,1,1.8
1128,51.15,509.72,1.185395,1.705622,1.293607,3.06562,0,28.1291,430,true,5,110,0.4,0,3.4,0.9,2.4
2311,50.13,508.31,1.100238,1.746307,1.382066,3.31147,0,26.7924,462,true,5,110,0.4,0,2.2,0.2,2.8
1506,51.93,503.89,1.177313,1.790106,1.636325,4.08352,0,26.2564,428,true,6,114,0.5,1,3,0.3,3.6
1449,50.88,498.34,1.130023,1.699493,1.288733,3.066709,0,27.9811,441,true,5,110,0.4,0,2.6,0.7,3.1
2151,50.21,495.53,1.152395,1.685978,1.257595,2.991311,0,28.417,430,true,5,110,0.4,0,3.4,0.9,2.8
1835,70.26,495.39,1.543271,2.17737,2.253002,5.004393,0,26.4076,321,true,6,90,0.4,1,2.6,0.7,2.3
579,50,492.25,1.144767,1.681437,1.24927,2.974896,0,28.4844,430,true,5,110,0.4,0,3.4,0.9,2.9
1587,63.36,489.51,2.364783,2.353696,1.874799,5.228607,0,22.8676,207,true,10,86,0.5,1,2.6,0.4,2.1
1542,63.27,488.51,2.359952,2.350931,1.870969,5.219224,0,22.8876,207,true,10,86,0.5,1,2.6,0.4,2.7
847,63.11,486.71,2.351256,2.345953,1.864075,5.203781,0,22.9238,207,true,10,86,0.5,1,2.6,0.4,3.7
1357,63.1,486.51,2.35029,2.3454,1.863309,5.202074,0,22.9278,207,true,10,86,0.5,1,2.6,0.4,3.8
637,70.55,485.96,0.49791,1.497879,2.890898,5.415949,0,16.1557,976,true,2,118,0.7,1,4,0.5,2
1557,69.57,485.77,0.459574,1.496241,2.791942,5.696523,0,16.3715,1057,true,2,118,0.7,1,2.2,1,2.2
1654,40.81,484.63,1.051258,1.623583,1.078946,2.926323,0,36.0918,461,true,6,110,0.4,0,3.4,0.2,2
1154,46.39,483.54,1.332066,1.858985,1.212548,4.845638,0,29.8555,363,true,6,118,0.6,1,2,0.4,2.4
1855,66.49,482.15,2.41075,2.211219,1.84661,4.881426,0,23.016,200,true,10,86,0.5,0,3.2,0.4,2.6
1680,70.31,481.82,0.493668,1.493638,2.86627,5.375855,0,16.179,976,true,2,118,0.7,1,4,0.5,2.5
