Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpEntryMethod,InpTrendTimeframe,InpEntryTimeframe,InpFastEMA_Period,InpSlow1EMA_Period,InpSlow2EMA_Period,InpStopLossPoints,InpTakeProfit1_Points,InpTakeProfit2_Points,InpUseTrailingSL,InpTrailingStartPoints,InpTrailingStopPoints,InpMoneyManagement,InpRiskPercent,InpUseDailyFilter,InpDailyEmaPeriod,InpUseAdxFilter,InpUseDiCrossover,InpAdxPeriod,InpAdxThreshold,InpUseSessionFilter,InpTradingStartHour,InpTradingEndHour,InpBreakoutLookbackBars,InpBreakoutOffsetPoints,InpUseLossLimit
2449,62.44,39.98,0.888444,3.043967,1.715144,2.243151,0,4.4579,45,0,30,3,8,30,54,300,250,700,false,350,150,0,0.2,true,210,true,true,25,30,false,9,22,13,10,false
2941,61.95,39.89,0.886444,3.031059,1.687394,2.203328,0,4.521,45,0,30,3,8,30,54,300,250,700,false,350,150,1,0.5,true,210,true,true,25,29,false,9,22,13,10,false
5920,86.69,52.7,0.975926,2.990933,2.477668,2.580126,0,4.0075,54,0,30,4,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,9,20,14,10,false
5753,86.56,52.43,0.970926,2.971053,2.531627,2.451229,0,3.9027,54,0,30,2,9,30,54,275,275,800,false,300,150,1,0.5,true,210,true,true,25,24,false,8,21,11,10,false
4150,84.49,52.41,0.970556,2.96882,2.215131,2.445717,0,4.4581,54,0,30,2,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,29,22,false,9,22,11,10,false
5909,87.87,52.18,0.966296,2.956505,2.211017,2.454517,0,4.4467,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,25,25,false,8,21,11,40,false
5806,87.87,52.18,0.966296,2.956505,2.211017,2.454517,0,4.4467,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,25,25,false,8,22,15,30,false
5801,87.87,52.18,0.966296,2.956505,2.211017,2.454517,0,4.4467,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,25,25,false,8,21,8,10,true
5243,87.87,52.18,0.966296,2.956505,2.211017,2.454517,0,4.4467,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.2,true,180,true,true,25,25,false,8,21,15,30,true
5279,87.87,52.18,0.966296,2.956505,2.211017,2.454517,0,4.4467,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,180,true,true,25,25,false,11,21,14,40,false
5242,87.87,52.18,0.966296,2.956505,2.211017,2.454517,0,4.4467,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,25,false,8,21,11,40,true
5145,87.87,52.18,0.966296,2.956505,2.211017,2.454517,0,4.4467,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.5,true,180,true,true,25,25,false,8,21,15,30,true
5133,87.87,52.18,0.966296,2.956505,2.211017,2.454517,0,4.4467,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,180,true,true,25,25,false,8,21,11,40,true
4611,87.87,52.18,0.966296,2.956505,2.211017,2.454517,0,4.4467,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,25,25,false,8,21,11,40,true
4451,87.87,52.18,0.966296,2.956505,2.211017,2.454517,0,4.4467,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,25,25,false,8,21,15,30,true
5662,87.88,52.16,0.965926,2.95429,2.207364,2.465301,0,4.4523,54,0,30,3,8,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,25,25,false,11,21,11,40,true
5879,87.81,52.02,0.963333,2.95417,2.207043,2.447073,0,4.4428,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,180,true,true,29,22,false,11,20,15,30,true
5889,87.81,52.02,0.963333,2.95417,2.207043,2.447073,0,4.4428,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,180,true,true,29,22,false,10,21,14,40,false
5706,87.81,52.02,0.963333,2.95417,2.207043,2.447073,0,4.4428,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,29,22,false,11,18,15,30,true
5666,87.81,52.02,0.963333,2.95417,2.207043,2.447073,0,4.4428,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,180,true,true,29,22,false,8,21,11,40,false
5764,87.81,52.02,0.963333,2.95417,2.207043,2.447073,0,4.4428,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,29,22,false,9,22,14,40,false
5545,87.81,52.02,0.963333,2.95417,2.207043,2.447073,0,4.4428,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.5,true,180,true,true,29,22,false,9,22,14,40,false
5058,87.81,52.02,0.963333,2.95417,2.207043,2.447073,0,4.4428,54,0,30,3,9,30,54,275,275,800,false,250,200,0,0.4,true,180,true,true,29,22,false,9,22,11,10,true
4833,87.81,52.02,0.963333,2.95417,2.207043,2.447073,0,4.4428,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,29,22,false,9,22,11,10,true
4649,87.81,52.02,0.963333,2.95417,2.207043,2.447073,0,4.4428,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,29,22,false,9,22,11,10,false
5957,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,19,10,10,true
5983,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,150,1,0.3,true,210,true,true,25,24,false,8,21,11,10,false
6067,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,0,0.4,true,210,true,true,25,24,false,8,21,12,10,false
5989,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,20,15,30,true
5998,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,22,11,10,true
5962,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.3,true,210,true,true,25,24,false,11,20,8,30,true
6011,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,150,0,0.3,true,210,true,true,25,24,false,10,20,11,10,true
5985,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,0,0.5,true,210,true,true,25,24,false,11,22,12,10,false
5950,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,20,11,10,true
5810,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,10,22,11,10,true
5903,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,11,40,true
5839,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,0,0.4,true,210,true,true,25,24,false,8,21,15,30,true
5831,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,150,1,0.4,true,210,true,true,25,24,false,10,20,11,10,true
5924,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.5,true,210,true,true,25,24,false,11,20,13,10,false
5914,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,20,10,40,false
5895,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,9,20,11,10,true
5859,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,9,20,14,20,false
5843,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,20,14,10,false
5944,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,20,10,40,false
5854,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,0,0.4,true,210,true,true,25,24,false,11,20,10,40,false
5872,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,11,30,true
5828,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,10,22,11,40,false
5928,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,14,10,false
5853,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,25,24,false,10,22,11,40,false
5844,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,150,1,0.2,true,210,true,true,25,24,false,8,21,15,30,true
5937,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,100,0,0.4,true,210,true,true,25,24,false,10,20,11,10,true
5919,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,8,10,false
5891,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,8,21,12,10,false
5856,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.5,true,210,true,true,25,24,false,11,19,11,10,false
5838,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,8,21,11,10,false
5805,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,11,22,11,10,false
5902,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,20,14,10,false
5819,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.2,true,210,true,true,25,24,false,9,20,10,40,false
5916,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.2,true,210,true,true,25,24,false,9,20,14,10,false
5788,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,20,11,40,true
5768,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,0,0.4,true,210,true,true,25,24,false,8,21,11,40,false
5661,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.5,true,210,true,true,25,24,false,11,21,11,10,false
5747,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,100,1,0.5,true,210,true,true,25,24,false,9,20,10,40,false
5713,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,11,10,true
5632,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,20,11,10,true
5726,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,25,24,false,11,22,12,10,false
5651,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,100,0,0.4,true,210,true,true,25,24,false,11,22,11,10,false
5646,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,9,20,14,10,false
5694,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,10,22,11,40,false
5681,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,19,15,30,false
5654,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.3,true,210,true,true,25,24,false,9,20,10,40,false
5640,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,9,22,11,10,true
5679,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,15,30,true
5709,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,150,1,0.3,true,210,true,true,25,24,false,11,22,11,10,false
5737,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,11,20,10,40,false
5619,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,20,13,10,false
5547,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,10,21,14,40,false
5602,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,21,11,40,false
5608,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,19,8,10,true
5543,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,8,10,true
5537,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,22,11,40,false
5605,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,20,8,30,true
5520,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,20,10,10,false
5510,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.2,true,210,true,true,25,24,false,10,20,11,10,true
5587,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,0,0.4,true,210,true,true,25,24,false,11,19,15,30,true
5504,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,11,40,false
5591,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,11,20,14,10,false
5470,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,11,10,false
5445,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,11,19,15,40,false
5437,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,10,20,11,10,true
5427,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,0,0.4,true,210,true,true,25,24,false,11,22,11,10,false
5408,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,22,12,10,false
5391,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,9,20,10,40,false
5433,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,19,8,10,false
5387,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.5,true,210,true,true,25,24,false,8,21,11,10,false
5413,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.5,true,210,true,true,25,24,false,11,22,11,10,false
5394,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.2,true,210,true,true,25,24,false,11,20,10,10,false
5235,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,0,0.4,true,210,true,true,25,24,false,10,20,11,10,true
5211,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,11,20,8,10,false
5189,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,9,20,14,10,false
5175,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,20,8,10,true
5039,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,19,15,30,true
4735,89.19,52.09,0.96463,2.953131,2.387259,2.445257,0,4.1118,54,0,30,3,9,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,22,11,10,false
6024,89.2,52.07,0.964259,2.950918,2.383066,2.455889,0,4.1174,54,0,30,3,8,29,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,19,15,30,true
6077,89.2,52.07,0.964259,2.950918,2.383066,2.455889,0,4.1174,54,0,30,3,8,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,22,11,10,false
5908,89.2,52.07,0.964259,2.950918,2.383066,2.455889,0,4.1174,54,0,30,3,8,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,22,11,10,true
5845,89.2,52.07,0.964259,2.950918,2.383066,2.455889,0,4.1174,54,0,30,3,8,29,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,10,22,11,40,false
5757,89.2,52.07,0.964259,2.950918,2.383066,2.455889,0,4.1174,54,0,30,3,8,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,20,8,10,true
5633,89.2,52.07,0.964259,2.950918,2.383066,2.455889,0,4.1174,54,0,30,3,8,30,54,275,275,800,false,300,150,1,0.2,true,210,true,true,25,24,false,11,19,15,20,true
5480,89.2,52.07,0.964259,2.950918,2.383066,2.455889,0,4.1174,54,0,30,3,8,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,11,40,false
5571,89.2,52.07,0.964259,2.950918,2.383066,2.455889,0,4.1174,54,0,30,3,8,30,54,275,275,800,false,250,200,1,0.4,true,180,true,true,25,24,false,8,21,11,40,true
5144,89.2,52.07,0.964259,2.950918,2.383066,2.455889,0,4.1174,54,0,30,3,8,30,54,275,275,800,false,250,200,1,0.4,true,210,true,true,25,24,false,11,19,15,10,true
6046,89.57,50.66,0.938148,2.921851,2.446161,2.457718,0,3.9248,54,0,30,2,9,30,54,275,275,500,false,300,150,1,0.3,true,210,true,true,25,24,false,9,20,10,40,false
6007,89.57,50.66,0.938148,2.921851,2.446161,2.457718,0,3.9248,54,0,30,2,9,30,54,275,275,500,false,300,150,1,0.4,true,210,true,true,25,24,false,8,19,10,40,false
6054,89.57,50.66,0.938148,2.921851,2.446161,2.457718,0,3.9248,54,0,30,2,9,30,54,275,275,500,false,300,150,1,0.2,true,210,true,true,25,24,false,9,21,10,40,false
6060,89.57,50.66,0.938148,2.921851,2.446161,2.457718,0,3.9248,54,0,30,2,9,30,54,275,275,500,false,300,150,1,0.2,true,210,true,true,25,24,false,11,20,11,10,false
5905,89.57,50.66,0.938148,2.921851,2.446161,2.457718,0,3.9248,54,0,30,2,9,30,54,275,275,500,false,300,150,1,0.2,true,210,true,true,25,24,false,8,20,10,40,false
5417,89.57,50.66,0.938148,2.921851,2.446161,2.457718,0,3.9248,54,0,30,2,9,30,54,275,275,500,false,300,150,1,0.2,true,210,true,true,25,24,false,9,20,10,40,false
6516,90.56,50.71,0.939074,2.918653,2.417064,2.471051,0,3.9759,54,0,30,3,10,30,54,275,275,500,false,300,150,1,0.2,true,210,true,true,25,24,false,11,19,8,10,true
6507,90.56,50.71,0.939074,2.918653,2.417064,2.471051,0,3.9759,54,0,30,3,10,29,54,275,275,500,false,300,150,1,0.2,true,210,true,true,25,24,false,8,21,8,10,false
6468,90.56,50.71,0.939074,2.918653,2.417064,2.471051,0,3.9759,54,0,30,3,10,30,54,275,275,500,false,300,150,1,0.3,true,210,true,true,25,24,false,10,22,15,30,true
6449,90.56,50.71,0.939074,2.918653,2.417064,2.471051,0,3.9759,54,0,30,3,10,30,54,275,275,500,false,300,150,1,0.2,true,210,true,true,25,24,false,10,22,11,10,true
6504,90.56,50.71,0.939074,2.918653,2.417064,2.471051,0,3.9759,54,0,30,3,10,29,54,275,275,500,false,300,150,1,0.3,true,210,true,true,25,24,false,11,19,15,40,false
6479,90.56,50.71,0.939074,2.918653,2.417064,2.471051,0,3.9759,54,0,30,3,10,30,54,275,275,500,false,300,150,1,0.2,true,210,true,true,25,24,false,8,20,14,10,false
6471,90.56,50.71,0.939074,2.918653,2.417064,2.471051,0,3.9759,54,0,30,3,10,30,54,275,275,500,false,300,150,1,0.5,true,210,true,true,25,24,false,9,22,11,10,false
