Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpEntryMethod,InpTrendTimeframe,InpEntryTimeframe,InpFastEMA_Period,InpSlow1EMA_Period,InpSlow2EMA_Period,InpStopLossPoints,InpTakeProfit1_Points,InpTakeProfit2_Points,InpUseTrailingSL,InpTrailingStartPoints,InpTrailingStopPoints,InpMoneyManagement,InpRiskPercent,InpUseDailyFilter,InpDailyEmaPeriod,InpUseAdxFilter,InpUseDiCrossover,InpAdxPeriod,InpAdxThreshold,InpUseSessionFilter,InpTradingStartHour,InpTradingEndHour,InpBreakoutLookbackBars,InpBreakoutOffsetPoints,InpUseLossLimit
6735,99.94,121.73,1.50284,3.441436,5.958395,8.978382,0,3.6851,81,1,30,3,9,28,50,275,350,500,true,300,200,0,0.3,false,200,true,true,20,27,false,12,21,12,40,true
5844,99.94,121.73,1.50284,3.441436,5.958395,8.978382,0,3.6851,81,1,30,3,9,29,48,275,350,500,true,300,200,0,0.4,false,200,true,true,20,27,false,12,21,12,40,true
5696,99.94,121.63,1.501605,3.440899,5.9535,8.971876,0,3.6851,81,1,30,3,9,28,50,275,350,500,true,300,200,0,0.4,false,200,true,true,20,27,false,10,19,14,40,false
4387,83.18,66.21,1.379375,3.425275,4.316167,11.726699,0,2.7984,48,1,30,3,9,26,50,300,325,650,true,250,100,0,0.5,true,210,true,true,20,28,false,12,21,14,40,false
4239,83.18,66.21,1.379375,3.425275,4.316167,11.726699,0,2.7984,48,1,30,3,9,26,50,300,325,650,true,250,100,0,0.5,true,210,true,true,20,28,false,11,22,14,40,false
5123,99.76,131.27,1.620617,3.416161,3.401658,7.697558,0,6.9714,81,1,30,5,9,29,54,300,325,550,true,300,200,0,0.3,false,200,true,true,20,27,false,10,21,8,40,true
1916,22.54,36.11,1.003056,3.399336,1.641364,3.571112,0,4.0728,36,1,30,3,9,28,48,225,275,600,false,250,150,1,0.2,true,200,true,true,20,27,false,12,21,11,40,false
5174,99.73,128.06,1.580988,3.357077,3.318476,8.289701,0,7.0011,81,1,30,5,9,29,54,300,325,550,true,300,200,0,0.3,false,200,true,true,20,27,false,8,18,14,40,true
5894,99.94,116.93,1.44358,3.346578,5.723446,8.744573,0,3.6953,81,1,30,3,9,28,52,275,300,550,true,300,200,0,0.3,false,200,true,true,20,27,false,10,19,14,40,false
6722,99.94,116.63,1.439877,3.33915,5.708762,8.548317,0,3.678,81,1,30,3,9,29,52,275,350,650,true,300,200,0,0.3,false,200,true,true,20,27,false,12,21,12,40,true
3260,15.46,37.87,1.147576,3.324739,1.660237,4.184087,0,4.2134,33,1,30,3,10,27,54,250,275,500,false,300,200,0,0.2,true,210,true,false,25,25,false,8,22,14,40,false
3262,15.46,37.87,1.147576,3.324739,1.660237,4.184087,0,4.2134,33,1,30,3,10,27,54,250,275,500,false,250,100,1,0.2,true,210,true,false,25,25,false,8,22,14,40,false
2705,15.46,37.87,1.147576,3.324739,1.660237,4.184087,0,4.2134,33,1,30,3,9,28,52,250,275,500,false,400,150,1,0.3,true,210,true,false,25,25,false,8,22,14,40,false
2273,15.46,37.87,1.147576,3.324739,1.660237,4.184087,0,4.2134,33,1,30,3,9,28,52,250,275,500,false,400,100,1,0.2,true,200,true,false,25,25,false,8,22,14,40,false
1252,15.46,37.87,1.147576,3.324739,1.660237,4.184087,0,4.2134,33,1,30,3,9,28,52,250,275,500,false,250,150,1,0.2,true,200,true,false,25,25,false,8,22,14,40,false
1000,15.46,37.87,1.147576,3.324739,1.660237,4.184087,0,4.2134,33,1,30,3,9,28,52,250,275,500,false,250,150,1,0.5,true,200,true,false,25,25,false,8,22,14,40,false
6534,99.94,115.72,1.428642,3.322296,5.664219,8.503032,0,3.6913,81,1,30,3,9,28,52,275,350,550,true,300,200,0,0.4,false,200,true,true,20,27,false,10,19,14,40,true
5766,99.94,115.68,1.428148,3.320096,5.662261,8.539459,0,3.6997,81,1,30,3,9,28,50,275,325,550,true,300,200,0,0.3,false,200,true,true,20,27,false,12,21,12,40,false
6005,99.94,115.59,1.427037,3.319687,5.657856,8.533552,0,3.6997,81,1,30,3,9,28,50,275,325,550,true,300,200,0,0.4,false,210,true,true,20,27,false,10,19,14,40,false
5568,99.94,115.59,1.427037,3.319687,5.657856,8.533552,0,3.6997,81,1,30,3,9,28,50,275,325,550,true,300,200,0,0.3,false,200,true,true,20,27,false,10,22,14,40,false
5042,99.94,115.59,1.427037,3.319687,5.657856,8.533552,0,3.6997,81,1,30,3,9,28,50,275,325,550,true,300,200,0,0.3,false,200,true,true,20,27,false,10,19,14,40,false
9511,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,10,22,15,40,false
9513,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.2,false,210,true,true,20,28,false,10,19,15,40,false
9509,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.2,false,210,true,true,20,28,false,11,20,15,40,true
9504,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,10,21,15,40,true
9506,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,10,19,15,40,true
9496,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,10,21,15,40,false
9484,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,210,true,true,20,28,false,11,19,15,40,false
9503,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,210,true,true,20,28,false,12,20,15,40,false
9494,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.3,false,210,true,true,20,28,false,12,21,15,40,false
9486,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,11,21,15,40,true
9505,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,200,true,true,20,28,false,12,22,15,40,false
9495,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.2,false,210,true,true,20,28,false,11,21,15,40,true
9508,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,10,19,15,40,false
9488,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,12,18,15,40,false
9491,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,200,true,true,20,28,false,12,22,15,40,false
9500,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,11,20,15,40,false
9492,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,10,22,15,40,true
9482,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,12,22,15,40,false
9490,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,210,true,true,20,28,false,11,18,15,40,false
9453,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,12,18,15,40,true
9440,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,200,true,true,20,28,false,11,18,15,40,false
9471,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.3,false,200,true,true,20,28,false,12,21,15,40,false
9441,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,10,20,15,40,false
9463,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,200,true,true,20,28,false,11,20,15,40,false
9454,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,10,20,15,40,false
9474,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,10,21,15,40,false
9462,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,210,true,true,20,28,false,12,22,15,40,false
9450,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,12,21,15,40,false
9442,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,12,22,15,40,true
9447,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,11,20,15,40,true
9470,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,200,true,true,20,28,false,10,19,15,40,true
9458,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,200,true,true,20,28,false,12,20,15,40,false
9461,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.5,false,200,true,true,20,28,false,12,21,15,40,false
9443,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,12,22,15,40,false
9434,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.2,false,210,true,true,20,28,false,11,21,15,40,false
9433,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,11,21,15,40,false
9436,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,200,true,true,20,28,false,11,21,15,40,true
9422,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,200,true,true,20,28,false,12,18,15,40,false
9405,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,11,18,15,40,false
9407,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,210,true,true,20,28,false,11,21,15,40,true
9426,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,200,true,true,20,28,false,12,21,15,40,false
9418,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,210,true,true,20,28,false,11,21,15,40,false
9402,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,200,true,true,20,28,false,11,21,15,40,false
9395,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,210,true,true,20,28,false,12,21,15,40,true
9423,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,8,18,15,40,false
9432,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,210,true,true,20,28,false,10,19,15,40,false
9401,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,200,true,true,20,28,false,11,18,15,40,false
9391,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,210,true,true,20,28,false,11,22,15,40,false
9419,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,200,true,true,20,28,false,12,18,15,40,false
9390,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,200,true,true,20,28,false,10,19,15,40,true
9424,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.2,false,210,true,true,20,28,false,12,21,15,40,false
9416,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,200,true,true,20,28,false,10,19,15,40,false
9393,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.2,false,210,true,true,20,28,false,12,21,15,40,true
9429,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,9,21,15,40,false
9421,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,210,true,true,20,28,false,12,18,15,40,false
9412,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,10,20,15,40,true
9403,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,12,20,15,40,false
9396,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,12,18,15,40,false
9400,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.2,false,210,true,true,20,28,false,12,18,15,40,true
9392,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,200,true,true,20,28,false,11,21,15,40,true
9385,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.2,false,210,true,true,20,28,false,11,18,15,40,true
9387,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,11,22,15,40,true
9364,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,200,true,true,20,28,false,11,22,15,40,true
9375,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,11,18,15,40,false
9374,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.2,false,210,true,true,20,28,false,10,19,15,40,true
9365,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,200,true,true,20,28,false,12,22,15,40,false
9349,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,12,22,15,40,true
9334,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,11,21,15,40,false
9329,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,12,18,15,40,true
9388,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,200,true,true,20,28,false,11,21,15,40,false
9367,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,9,21,15,40,false
9357,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,1,0.3,false,210,true,true,20,28,false,9,21,15,40,false
9350,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.4,false,200,true,true,20,28,false,11,18,15,40,true
9341,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,9,26,44,200,250,650,true,250,100,1,0.4,false,210,true,true,20,28,false,12,21,15,40,false
9333,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,1,0.3,false,200,true,true,20,28,false,12,22,15,40,true
9379,99.97,112.68,1.252,3.308543,7.046904,12.15973,0,2.9311,90,1,30,3,10,26,44,200,250,650,true,250,100,0,0.4,false,210,true,true,20,28,false,11,21,15,40,true
