Case,Symbol,K_swing,N_bos,LookbackInternal,M_retest,EqTol,BOSBufferPoints,UseKillzones,UseRoundNumber,UseVSA,RNDelta,L_percentile,RiskPerTradePct,SL_BufferUSD,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,TimeStopMinutes,MinProgressR,MaxSpreadUSD,MaxOpenPositions,UsePendingRetest,RetestOffsetUSD,PendingExpirySec,UseTrailing,TrailMode,TrailATRPeriod,TrailATRMult,TrailStepUSD,TrailStartRR,UsePyramid,MaxAdds,AddSpacingUSD,AddSizeFactor,CooldownSec
4034,EURUSD,55,6,12,2,0.00020000,0.60,true,true,false,0.00050000,140,0.45,0.0065,1.2,2.8,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4035,EURUSD,55,6,12,3,0.00024000,0.60,true,true,true,0.00067200,150,0.60,0.0075,1.4,2.8,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,true,2,0.00060,0.60,600
4036,EURUSD,55,6,14,2,0.00012000,0.40,false,true,false,0.00026400,120,0.30,0.0045,1.0,2.0,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4037,EURUSD,55,6,14,3,0.00016000,0.40,true,true,false,0.00040000,130,0.45,0.0055,1.2,2.0,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,true,2,21,1.50,0.00020,1.0,false,0,0.00000,0.00,300
4038,EURUSD,55,6,16,2,0.00020000,0.40,true,true,false,0.00056000,140,0.60,0.0065,1.4,2.0,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4039,EURUSD,55,6,16,3,0.00024000,0.40,true,true,false,0.00052800,150,0.30,0.0075,1.0,2.4,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4040,EURUSD,55,7,10,2,0.00012000,0.50,false,true,false,0.00030000,120,0.45,0.0045,1.2,2.4,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,true,1,0.00045,0.45,300
4041,EURUSD,55,7,10,3,0.00016000,0.50,true,true,false,0.00044800,130,0.60,0.0055,1.4,2.4,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,true,2,21,1.80,0.00025,1.2,false,0,0.00000,0.00,600
4042,EURUSD,55,7,12,2,0.00020000,0.50,true,true,true,0.00044000,140,0.30,0.0065,1.0,2.8,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4043,EURUSD,55,7,12,3,0.00024000,0.50,true,true,false,0.00060000,150,0.45,0.0075,1.2,2.8,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4044,EURUSD,55,7,14,2,0.00012000,0.60,false,true,false,0.00033600,120,0.60,0.0045,1.4,2.8,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4045,EURUSD,55,7,14,3,0.00016000,0.60,true,true,false,0.00035200,130,0.30,0.0055,1.0,2.0,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,true,2,14,1.20,0.00015,0.8,true,2,0.00060,0.60,0
4046,EURUSD,55,7,16,2,0.00020000,0.60,true,true,false,0.00050000,140,0.45,0.0065,1.2,2.0,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4047,EURUSD,55,7,16,3,0.00024000,0.60,true,true,false,0.00067200,150,0.60,0.0075,1.4,2.0,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4048,EURUSD,65,5,10,2,0.00012000,0.40,false,true,false,0.00026400,120,0.30,0.0045,1.0,2.4,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4049,EURUSD,65,5,10,3,0.00016000,0.40,true,true,true,0.00040000,130,0.45,0.0055,1.2,2.4,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,true,2,21,1.50,0.00020,1.0,false,0,0.00000,0.00,300
4050,EURUSD,65,5,12,2,0.00020000,0.40,true,true,false,0.00056000,140,0.60,0.0065,1.4,2.4,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,true,1,0.00045,0.45,600
4051,EURUSD,65,5,12,3,0.00024000,0.40,true,true,false,0.00052800,150,0.30,0.0075,1.0,2.8,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4052,EURUSD,65,5,14,2,0.00012000,0.50,false,true,false,0.00030000,120,0.45,0.0045,1.2,2.8,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4053,EURUSD,65,5,14,3,0.00016000,0.50,true,true,false,0.00044800,130,0.60,0.0055,1.4,2.8,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,true,2,21,1.80,0.00025,1.2,false,0,0.00000,0.00,600
4054,EURUSD,65,5,16,2,0.00020000,0.50,true,true,false,0.00044000,140,0.30,0.0065,1.0,2.0,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4055,EURUSD,65,5,16,3,0.00024000,0.50,true,true,false,0.00060000,150,0.45,0.0075,1.2,2.0,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,true,2,0.00060,0.60,300
4056,EURUSD,65,6,10,2,0.00012000,0.60,false,true,true,0.00033600,120,0.60,0.0045,1.4,2.0,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4057,EURUSD,65,6,10,3,0.00016000,0.60,true,true,false,0.00035200,130,0.30,0.0055,1.0,2.4,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,true,2,14,1.20,0.00015,0.8,false,0,0.00000,0.00,0
4058,EURUSD,65,6,12,2,0.00020000,0.60,true,true,false,0.00050000,140,0.45,0.0065,1.2,2.4,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4059,EURUSD,65,6,12,3,0.00024000,0.60,true,true,false,0.00067200,150,0.60,0.0075,1.4,2.4,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4060,EURUSD,65,6,14,2,0.00012000,0.40,false,true,false,0.00026400,120,0.30,0.0045,1.0,2.8,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,true,1,0.00045,0.45,0
4061,EURUSD,65,6,14,3,0.00016000,0.40,true,true,false,0.00040000,130,0.45,0.0055,1.2,2.8,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,true,2,21,1.50,0.00020,1.0,false,0,0.00000,0.00,300
4062,EURUSD,65,6,16,2,0.00020000,0.40,true,true,false,0.00056000,140,0.60,0.0065,1.4,2.8,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4063,EURUSD,65,6,16,3,0.00024000,0.40,true,true,true,0.00052800,150,0.30,0.0075,1.0,2.0,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4064,EURUSD,65,7,10,2,0.00012000,0.50,false,true,false,0.00030000,120,0.45,0.0045,1.2,2.0,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4065,EURUSD,65,7,10,3,0.00016000,0.50,true,true,false,0.00044800,130,0.60,0.0055,1.4,2.0,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,true,2,21,1.80,0.00025,1.2,true,2,0.00060,0.60,600
4066,EURUSD,65,7,12,2,0.00020000,0.50,true,true,false,0.00044000,140,0.30,0.0065,1.0,2.4,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4067,EURUSD,65,7,12,3,0.00024000,0.50,true,true,false,0.00060000,150,0.45,0.0075,1.2,2.4,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4068,EURUSD,65,7,14,2,0.00012000,0.60,false,true,false,0.00033600,120,0.60,0.0045,1.4,2.4,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4069,EURUSD,65,7,14,3,0.00016000,0.60,true,true,false,0.00035200,130,0.30,0.0055,1.0,2.8,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,true,2,14,1.20,0.00015,0.8,false,0,0.00000,0.00,0
4070,EURUSD,65,7,16,2,0.00020000,0.60,true,true,true,0.00050000,140,0.45,0.0065,1.2,2.8,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,true,1,0.00045,0.45,300
4071,EURUSD,65,7,16,3,0.00024000,0.60,true,true,false,0.00067200,150,0.60,0.0075,1.4,2.8,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4072,EURUSD,75,5,10,2,0.00012000,0.40,false,true,false,0.00026400,120,0.30,0.0045,1.0,2.0,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4073,EURUSD,75,5,10,3,0.00016000,0.40,true,true,false,0.00040000,130,0.45,0.0055,1.2,2.0,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,true,2,21,1.50,0.00020,1.0,false,0,0.00000,0.00,300
4074,EURUSD,75,5,12,2,0.00020000,0.40,true,true,false,0.00056000,140,0.60,0.0065,1.4,2.0,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4075,EURUSD,75,5,12,3,0.00024000,0.40,true,true,false,0.00052800,150,0.30,0.0075,1.0,2.4,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,true,2,0.00060,0.60,0
4076,EURUSD,75,5,14,2,0.00012000,0.50,false,true,false,0.00030000,120,0.45,0.0045,1.2,2.4,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4077,EURUSD,75,5,14,3,0.00016000,0.50,true,true,true,0.00044800,130,0.60,0.0055,1.4,2.4,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,true,2,21,1.80,0.00025,1.2,false,0,0.00000,0.00,600
4078,EURUSD,75,5,16,2,0.00020000,0.50,true,true,false,0.00044000,140,0.30,0.0065,1.0,2.8,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4079,EURUSD,75,5,16,3,0.00024000,0.50,true,true,false,0.00060000,150,0.45,0.0075,1.2,2.8,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4080,EURUSD,75,6,10,2,0.00012000,0.60,false,true,false,0.00033600,120,0.60,0.0045,1.4,2.8,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,true,1,0.00045,0.45,600
4081,EURUSD,75,6,10,3,0.00016000,0.60,true,true,false,0.00035200,130,0.30,0.0055,1.0,2.0,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,true,2,14,1.20,0.00015,0.8,false,0,0.00000,0.00,0
4082,EURUSD,75,6,12,2,0.00020000,0.60,true,true,false,0.00050000,140,0.45,0.0065,1.2,2.0,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4083,EURUSD,75,6,12,3,0.00024000,0.60,true,true,false,0.00067200,150,0.60,0.0075,1.4,2.0,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4084,EURUSD,75,6,14,2,0.00012000,0.40,false,true,true,0.00026400,120,0.30,0.0045,1.0,2.4,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4085,EURUSD,75,6,14,3,0.00016000,0.40,true,true,false,0.00040000,130,0.45,0.0055,1.2,2.4,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,true,2,21,1.50,0.00020,1.0,true,2,0.00060,0.60,300
4086,EURUSD,75,6,16,2,0.00020000,0.40,true,true,false,0.00056000,140,0.60,0.0065,1.4,2.4,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4087,EURUSD,75,6,16,3,0.00024000,0.40,true,true,false,0.00052800,150,0.30,0.0075,1.0,2.8,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4088,EURUSD,75,7,10,2,0.00012000,0.50,false,true,false,0.00030000,120,0.45,0.0045,1.2,2.8,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4089,EURUSD,75,7,10,3,0.00016000,0.50,true,true,false,0.00044800,130,0.60,0.0055,1.4,2.8,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,true,2,21,1.80,0.00025,1.2,false,0,0.00000,0.00,600
4090,EURUSD,75,7,12,2,0.00020000,0.50,true,true,false,0.00044000,140,0.30,0.0065,1.0,2.0,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,true,1,0.00045,0.45,0
4091,EURUSD,75,7,12,3,0.00024000,0.50,true,true,true,0.00060000,150,0.45,0.0075,1.2,2.0,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4092,EURUSD,75,7,14,2,0.00012000,0.60,false,true,false,0.00033600,120,0.60,0.0045,1.4,2.0,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4093,EURUSD,75,7,14,3,0.00016000,0.60,true,true,false,0.00035200,130,0.30,0.0055,1.0,2.4,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,true,2,14,1.20,0.00015,0.8,false,0,0.00000,0.00,0
4094,EURUSD,75,7,16,2,0.00020000,0.60,true,true,false,0.00050000,140,0.45,0.0065,1.2,2.4,0.8,35,120,0.7,0.0004,2,false,0.00000000,1800,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,300
4095,EURUSD,75,7,16,3,0.00024000,0.60,true,true,false,0.00067200,150,0.60,0.0075,1.4,2.4,1.0,50,180,0.9,0.0005,3,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,true,2,0.00060,0.60,600
4096,EURUSD,85,5,10,2,0.00012000,0.40,false,true,false,0.00026400,120,0.30,0.0045,1.0,2.8,0.8,0,60,0.5,0.0003,2,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
4097,EURUSD,85,5,10,3,0.00016000,0.40,true,true,false,0.00040000,130,0.45,0.0055,1.2,2.8,1.0,35,120,0.7,0.0004,3,false,0.00000000,1800,true,2,21,1.50,0.00020,1.0,false,0,0.00000,0.00,300
4098,EURUSD,85,5,12,2,0.00020000,0.40,true,true,true,0.00056000,140,0.60,0.0065,1.4,2.8,0.8,50,180,0.9,0.0005,2,false,0.00000000,2400,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,600
4099,EURUSD,85,5,12,3,0.00024000,0.40,true,true,false,0.00052800,150,0.30,0.0075,1.0,2.0,1.0,0,60,0.5,0.0003,3,true,0.00018000,900,false,0,14,0.00,0.00000,0.0,false,0,0.00000,0.00,0
