Case,Symbol,K_swing,N_bos,LookbackInternal,M_retest,EqTol,BOSBufferPoints,UseKillzones,UseRoundNumber,UseVSA,RNDelta,L_percentile,RiskPerTradePct,SL_BufferUSD,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,TimeStopMinutes,MinProgressR,MaxSpreadUSD,MaxOpenPositions,UsePendingRetest,RetestOffsetUSD,PendingExpirySec,UseTrailing,TrailMode,TrailATRPeriod,TrailATRMult,TrailStepUSD,TrailStartRR,UsePyramid,MaxAdds,AddSpacingUSD,AddSizeFactor,CooldownSec
26,XAUUSD,55,6,12,3,0.22,1.5,true,true,true,0.37,150,0.5,0.55,1,2,0.8,50,5,0.5,0.6,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
27,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1,2,0.6,50,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0
28,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0
29,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,2,14,2,0.25,0.8,false,0,0.4,0.6,0
30,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0
31,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,1,false,0.07,60,true,2,14,2,0.3,1,false,0,0.4,0.6,0
32,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,9.9,2,1,0,5,0.5,0.4,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0,0,120
33,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.4,2,1,30,5,0.5,0.4,1,false,0.07,60,true,1,21,2.2,0.3,1.2,false,0,0,0,120
34,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.5,2,0.8,30,5,0.5,0.4,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0,0,120
35,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.4,1,false,0.07,60,true,1,14,1.6,0.3,0.8,false,0,0,0,120
36,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.3,0.8,true,2,0.35,0.6,30
37,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0
38,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,14,2,0.3,1,false,0,0.4,0.6,0
39,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,21,1.8,0.3,1,false,0,0.4,0.6,0
40,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1,2,1,30,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.25,0.8,true,2,0.3,0.6,0
41,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,50,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.35,0.8,true,2,0.45,0.6,30
42,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.4,3,false,0.07,60,true,2,14,2,0.3,0.8,true,3,0.4,0.6,30
43,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.3,0.8,true,3,0.4,0.5,30
44,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.35,1,true,2,0.45,0.6,30
45,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,9.9,2,0.8,0,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.3,0.8,true,2,0.35,0.5,30
46,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,3,false,0.07,60,true,1,14,1.4,0.3,0.8,true,2,0.35,0.6,30
47,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1,2,0.8,40,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.25,0.8,true,2,0.3,0.6,30
48,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.22,0.8,true,2,0.32,0.6,30
49,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,55,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.22,0.8,true,2,0.42,0.6,30
50,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,55,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.28,0.8,true,2,0.38,0.6,30
51,XAUUSD,50,6,12,3,0.2,2,true,true,true,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.33,0.8,true,2,0.38,0.6,30
1000,EURUSD,50,6,12,3,2.0*pip,2.0*pipPoints,false,false,false,5.0*pip,150,0.5,7.0*pip,1,2,0.8,50,50,0.5,5,2,false,2.0*pip,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1001,EURUSD,60,6,12,3,2.0*pip,2.0*pipPoints,true,true,true,1.0*pip,150,0.4,8.0*pip,1,2,0.9,40,45,0.5,0.0003,2,false,2.0*pip,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1002,EURUSD,35,8,10,4,3.0*pip,2.0*pipPoints,true,false,false,2.5*pip,120,0.5,7.0*pip,1,2,0.8,50,40,0.5,0.00035,3,true,2.0*pip,120,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1003,EURUSD,50,6,12,4,2.0*pip,2.0*pipPoints,false,true,false,2.5*pip,150,0.4,8.0*pip,1,2,0.9,40,45,0.5,0.0003,2,true,2.0*pip,90,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1004,USDJPY,40,4,8,2,3.0*pip,1.5*pipPoints,false,false,false,5.0*pip,120,0.5,6.0*pip,1.5,3,1,40,60,0.3,0.05,3,false,1.5*pip,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1005,BTCUSD,50,6,12,3,20,2,false,true,false,50,150,0.5,30,1.2,2,0.8,40,5,0.5,50,3,false,0.07,60,true,2,14,2,25,0.8,true,2,100,0.6,30
1006,BTCUSD,60,7,15,4,10,1.5,false,true,false,25,170,0.3,20,2,4,1,30,5,0.5,30,2,false,0.07,60,true,2,14,2,20,1,false,0,0.4,0.6,60
1007,BTCUSD,30,3,6,1,30,15,false,false,false,200,100,1,80,1,2,0.8,50,5,0.5,150,3,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1008,ETHUSD,50,6,12,3,2,1,false,true,false,5,150,0.5,6,1.5,3,0.8,40,5,0.5,10,3,false,0.07,60,true,1,14,1.8,0.3,0.8,true,2,8,0.6,30
1009,ETHUSD,60,6,15,4,1,0.5,true,true,true,2,160,0.3,5,2,4,0.8,50,5,0.5,5,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1010,EURUSD,45,5,10,2,0.0002,1,false,false,false,0.0008,120,0.5,0.005,1.5,2.5,0.8,40,5,0.5,0.0008,3,false,0.07,60,true,2,14,2,0.0025,0.8,true,2,0.004,0.6,20
1011,EURUSD,50,5,10,2,0.0002,1,true,true,false,0.0005,140,0.4,0.005,1.5,2.5,0.8,50,5,0.5,0.0003,2,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1012,EURUSD,70,7,15,4,0.0003,2,true,true,true,0.0003,170,0.2,0.008,2,4,0.8,50,5,0.5,0.0002,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1013,USDJPY,40,5,8,2,0.025,1.5,false,false,false,0.08,120,0.5,0.06,1.5,2.5,0.8,50,5,0.5,0.08,3,false,0.07,60,true,2,14,2,0.03,0.8,true,2,0.05,0.6,15
1014,USDJPY,60,6,12,3,0.015,0.5,true,true,false,0.03,150,0.3,0.04,2,4,0.8,50,5,0.5,0.03,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1015,XAUUSD,50,6,12,3,0.35,2,true,true,false,0.35,150,0.5,7,1.2,2,0.8,40,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.35,0.8,true,2,0.35,0.6,30
1016,BTCUSD,70,8,18,5,100,10,false,true,false,50,200,0.3,20,2,4,1,25,5,0.5,30,2,false,0.07,60,true,1,21,2,0.3,1,false,0,0.4,0.6,120
1017,ETHUSD,80,7,20,4,1,0.5,false,true,false,0.5,180,0.3,4,2.5,5,1.2,20,5,0.5,6,1,false,0.07,60,true,1,21,2.2,0.3,1,false,0,0.4,0.6,180
1018,EURUSD,75,7,15,4,0.0001,0.5,false,true,false,0.0005,170,0.4,0.003,2,3.5,1,30,5,0.5,0.0003,2,false,0.07,60,true,2,14,2,0.0015,1,false,0,0.4,0.6,90
1019,USDJPY,65,6,12,3,0.012,0.8,false,true,false,0.025,160,0.4,0.04,1.8,3,1,35,5,0.5,0.04,2,false,0.07,60,true,2,14,2,0.02,1,false,0,0.4,0.6,60
1020,BTCUSD,50,6,12,3,15,2,false,true,false,35,150,0.5,25,1.5,3,0.8,30,5,0.5,40,3,false,0.07,60,true,2,14,2,30,0.8,true,1,50,0.7,45
1021,BTCUSD,50,6,12,3,17.5,2,false,true,false,35,150,0.5,28,1.2,2,0.8,40,5,0.5,45,3,false,0.07,60,true,2,14,2,35,0.8,true,2,35,0.6,30
1022,ETHUSD,50,6,12,3,1.75,1,false,true,false,3.5,150,0.5,6,1.2,2,0.8,40,5,0.5,8,3,false,0.07,60,true,1,14,1.4,0.3,0.8,true,2,3.5,0.6,30
1023,EURUSD,50,6,12,3,0.000175,1,false,true,false,0.00035,150,0.5,0.007,1,2,0.8,40,5,0.5,0.0005,3,false,0.07,60,true,2,14,2,0.0025,0.8,true,2,0.003,0.6,30
1024,USDJPY,50,6,12,3,0.0175,1,false,true,false,0.035,150,0.5,0.05,1.2,2,0.8,30,5,0.5,0.05,4,false,0.07,60,true,2,14,2,0.022,0.8,true,2,0.032,0.6,30
1025,GBPUSD,45,5,10,2,0.0002,1,false,false,false,0.0008,130,0.5,0.008,1.5,3,0.8,50,5,0.5,0.0008,2,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1026,GBPUSD,35,4,7,1,0.0003,1.5,true,false,false,0.001,110,0.7,0.012,1.2,2,0.8,50,5,0.5,0.001,3,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1027,BTCUSD,20,2,4,1,50,25,false,false,false,300,80,1.5,100,0.8,1.2,0.8,50,5,0.5,200,5,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1028,BTCUSD,80,8,20,5,5,2.5,true,true,true,25,200,0.2,20,3,6,0.8,50,5,0.5,30,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1029,ETHUSD,25,2,5,1,5,2.5,false,false,false,10,80,1.2,15,0.8,1.5,0.8,50,5,0.5,20,4,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1030,ETHUSD,70,7,18,4,0.5,0.25,true,true,true,1,180,0.25,3,2.5,5,0.8,50,5,0.5,3,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1031,EURUSD,20,2,4,1,5.00E-05,0.25,false,false,false,0.002,70,1.2,0.002,0.6,1,0.8,50,5,0.5,0.0015,8,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1032,EURUSD,40,4,8,2,0.0004,2,false,false,false,0.002,100,0.8,0.01,1.8,3.5,0.8,50,5,0.5,0.0008,3,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1033,USDJPY,25,3,5,1,0.04,2,false,false,false,0.1,90,1,0.04,0.8,1.5,0.8,50,5,0.5,0.08,4,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1034,USDJPY,70,7,18,4,0.01,0.5,true,true,true,0.02,180,0.25,0.03,2.5,5,0.8,50,5,0.5,0.02,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1035,XAUUSD,35,4,8,2,0.02,1,false,false,false,0.2,110,0.8,0.8,1.8,3.5,0.8,50,5,0.5,1.5,3,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1036,XAUUSD,100,10,25,6,0.002,0.1,true,true,true,0.02,220,0.1,0.15,4,8,0.8,50,5,0.5,0.2,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1037,EURJPY,45,5,10,2,0.02,1,false,false,false,0.05,130,0.5,0.08,1.5,3,0.8,50,5,0.5,0.06,2,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1038,GBPJPY,30,3,6,1,0.03,1.5,false,false,false,0.08,100,0.8,0.12,1.2,2.5,0.8,50,5,0.5,0.1,3,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
1039,EURGBP,60,6,15,3,0.0001,0.5,true,true,false,0.0003,160,0.4,0.004,1.8,3,0.8,50,5,0.5,0.0004,2,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
