Case,Symbol,K_swing,N_bos,LookbackInternal,M_retest,EqTol,BOSBufferPoints,UseKillzones,UseRoundNumber,UseVSA,RNDelta,L_percentile,RiskPerTradePct,SL_BufferUSD,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,TimeStopMinutes,MinProgressR,MaxSpreadUSD,MaxOpenPositions,UsePendingRetest,RetestOffsetUSD,PendingExpirySec,UseTrailing,TrailMode,TrailATRPeriod,TrailATRMult,TrailStepUSD,TrailStartRR,UsePyramid,MaxAdds,AddSpacingUSD,AddSizeFactor,CooldownSec
25,XAUUSD,50,6,12,3,0.22,1,true,true,false,0.4,150,0.5,0.55,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
26,XAUUSD,55,6,12,3,0.22,1.5,true,true,false,0.37,150,0.5,0.55,1,2,0.8,50,5,0.5,0.6,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0
27,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.6,50,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0
28,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0
29,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,2,14,2,0.25,0.8,false,0,0.4,0.6,0
30,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0
31,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,1,false,0.07,60,true,2,14,2,0.3,1,false,0,0.4,0.6,0
32,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,9.9,2,1,0,5,0.5,0.4,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0,0,120
33,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.4,2,1,30,5,0.5,0.4,1,false,0.07,60,true,1,21,2.2,0.3,1.2,false,0,0,0,120
34,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.5,2,0.8,30,5,0.5,0.4,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0,0,120
35,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.4,1,false,0.07,60,true,1,14,1.6,0.3,0.8,false,0,0,0,120
36,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.3,0.8,true,2,0.35,0.6,30
37,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0
38,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,14,2,0.3,1,false,0,0.4,0.6,0
39,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,21,1.8,0.3,1,false,0,0.4,0.6,0
40,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,1,30,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.25,0.8,true,2,0.3,0.6,0
41,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,50,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.35,0.8,true,2,0.45,0.6,30
42,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.4,3,false,0.07,60,true,2,14,2,0.3,0.8,true,3,0.4,0.6,30
43,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.3,0.8,true,3,0.4,0.5,30
44,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.35,1,true,2,0.45,0.6,30
45,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,9.9,2,0.8,0,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.3,0.8,true,2,0.35,0.5,30
46,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,3,false,0.07,60,true,1,14,1.4,0.3,0.8,true,2,0.35,0.6,30
47,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,40,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.25,0.8,true,2,0.3,0.6,30
48,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.22,0.8,true,2,0.32,0.6,30
49,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,55,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.22,0.8,true,2,0.42,0.6,30
50,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,55,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.28,0.8,true,2,0.38,0.6,30
51,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.33,0.8,true,2,0.38,0.6,30
52,XAUUSD,40,5,10,2,0.16,1,true,true,false,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
53,XAUUSD,45,5,11,2,0.16,1,true,true,false,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
54,XAUUSD,50,6,12,3,0.16,1,true,true,false,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
55,XAUUSD,55,6,14,3,0.16,1,true,true,false,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
56,XAUUSD,60,7,16,4,0.16,1,true,true,false,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
57,XAUUSD,65,7,18,4,0.16,1,true,true,false,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
58,XAUUSD,70,8,20,5,0.16,1,true,true,false,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
59,XAUUSD,80,9,22,6,0.16,1,true,true,false,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
60,XAUUSD,35,4,8,1,0.16,1,true,true,false,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
61,XAUUSD,40,5,10,2,0.16,1,true,true,true,0.28,150,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
62,XAUUSD,45,5,11,2,0.16,1,true,true,true,0.28,150,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
63,XAUUSD,50,6,12,3,0.16,1,true,true,true,0.28,150,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
64,XAUUSD,55,6,14,3,0.16,1,true,true,true,0.28,150,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
65,XAUUSD,60,7,16,4,0.16,1,true,true,true,0.28,150,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
66,XAUUSD,65,7,18,4,0.16,1,true,true,true,0.28,150,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
67,XAUUSD,70,8,20,5,0.16,1,true,true,true,0.28,150,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
68,XAUUSD,80,9,22,6,0.16,1,true,true,true,0.28,150,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
69,XAUUSD,35,4,8,1,0.16,1,true,true,true,0.28,150,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
70,XAUUSD,40,5,10,2,0.16,1,false,true,false,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
71,XAUUSD,45,5,11,2,0.16,1,false,true,false,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
72,XAUUSD,50,6,12,3,0.16,1,false,true,false,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
73,XAUUSD,55,6,14,3,0.16,1,false,true,false,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
74,XAUUSD,60,7,16,4,0.16,1,false,true,false,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
75,XAUUSD,65,7,18,4,0.16,1,false,true,false,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
76,XAUUSD,70,8,20,5,0.16,1,false,true,false,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
77,XAUUSD,80,9,22,6,0.16,1,false,true,false,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
78,XAUUSD,35,4,8,1,0.16,1,false,true,false,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
79,XAUUSD,40,5,10,2,0.16,1,true,false,false,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
80,XAUUSD,45,5,11,2,0.16,1,true,false,false,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
81,XAUUSD,50,6,12,3,0.16,1,true,false,false,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
82,XAUUSD,55,6,14,3,0.16,1,true,false,false,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
83,XAUUSD,60,7,16,4,0.16,1,true,false,false,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
84,XAUUSD,65,7,18,4,0.16,1,true,false,false,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
85,XAUUSD,70,8,20,5,0.16,1,true,false,false,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
86,XAUUSD,80,9,22,6,0.16,1,true,false,false,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
87,XAUUSD,35,4,8,1,0.16,1,true,false,false,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
88,XAUUSD,40,5,10,2,0.16,1,true,true,false,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
89,XAUUSD,45,5,11,2,0.16,1,true,true,false,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
90,XAUUSD,50,6,12,3,0.16,1,true,true,false,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
91,XAUUSD,55,6,14,3,0.16,1,true,true,false,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
92,XAUUSD,60,7,16,4,0.16,1,true,true,false,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
93,XAUUSD,65,7,18,4,0.16,1,true,true,false,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
94,XAUUSD,70,8,20,5,0.16,1,true,true,false,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
95,XAUUSD,80,9,22,6,0.16,1,true,true,false,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
96,XAUUSD,35,4,8,1,0.16,1,true,true,false,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
97,XAUUSD,40,5,10,2,0.16,1,true,true,true,0.28,150,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
98,XAUUSD,45,5,11,2,0.16,1,true,true,true,0.28,150,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
99,XAUUSD,50,6,12,3,0.16,1,true,true,true,0.28,150,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
100,XAUUSD,55,6,14,3,0.16,1,true,true,true,0.28,150,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
101,XAUUSD,60,7,16,4,0.16,1,true,true,true,0.28,150,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
102,XAUUSD,65,7,18,4,0.16,1,true,true,true,0.28,150,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
103,XAUUSD,70,8,20,5,0.16,1,true,true,true,0.28,150,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
104,XAUUSD,80,9,22,6,0.16,1,true,true,true,0.28,150,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
105,XAUUSD,35,4,8,1,0.16,1,true,true,true,0.28,150,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
106,XAUUSD,40,5,10,2,0.16,1,false,true,false,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
107,XAUUSD,45,5,11,2,0.16,1,false,true,false,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
108,XAUUSD,50,6,12,3,0.16,1,false,true,false,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
109,XAUUSD,55,6,14,3,0.16,1,false,true,false,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
110,XAUUSD,60,7,16,4,0.16,1,false,true,false,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
111,XAUUSD,65,7,18,4,0.16,1,false,true,false,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
112,XAUUSD,70,8,20,5,0.16,1,false,true,false,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
113,XAUUSD,80,9,22,6,0.16,1,false,true,false,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
114,XAUUSD,35,4,8,1,0.16,1,false,true,false,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
115,XAUUSD,40,5,10,2,0.16,1,true,false,false,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
116,XAUUSD,45,5,11,2,0.16,1,true,false,false,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
117,XAUUSD,50,6,12,3,0.16,1,true,false,false,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
118,XAUUSD,55,6,14,3,0.16,1,true,false,false,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
119,XAUUSD,60,7,16,4,0.16,1,true,false,false,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
120,XAUUSD,65,7,18,4,0.16,1,true,false,false,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
121,XAUUSD,70,8,20,5,0.16,1,true,false,false,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
122,XAUUSD,80,9,22,6,0.16,1,true,false,false,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
123,XAUUSD,35,4,8,1,0.16,1,true,false,false,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,false,0,0,false,0,0,0,0,0,false,0,0,0,0
124,XAUUSD,40,5,10,2,0.16,1,true,true,false,0.28,140,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
125,XAUUSD,45,5,11,2,0.16,1,true,true,false,0.28,140,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
126,XAUUSD,50,6,12,3,0.16,1,true,true,false,0.28,140,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
127,XAUUSD,55,6,14,3,0.16,1,true,true,false,0.28,140,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
128,XAUUSD,60,7,16,4,0.16,1,true,true,false,0.28,140,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
129,XAUUSD,65,7,18,4,0.16,1,true,true,false,0.28,140,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
130,XAUUSD,70,8,20,5,0.16,1,true,true,false,0.28,140,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
131,XAUUSD,80,9,22,6,0.16,1,true,true,false,0.28,140,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
132,XAUUSD,35,4,8,1,0.16,1,true,true,false,0.28,140,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
133,XAUUSD,40,5,10,2,0.16,1,true,true,true,0.28,150,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
134,XAUUSD,45,5,11,2,0.16,1,true,true,true,0.28,150,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
135,XAUUSD,50,6,12,3,0.16,1,true,true,true,0.28,150,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
136,XAUUSD,55,6,14,3,0.16,1,true,true,true,0.28,150,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,false,0,0,false,0,0,0,0,0,false,0,0,0,0
