Case,Symbol,K_swing,N_bos,LookbackInternal,M_retest,EqTol,BOSBufferPoints,UseKillzones,UseRoundNumber,UseVSA,RNDelta,L_percentile,RiskPerTradePct,SL_BufferUSD,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,TimeStopMinutes,MinProgressR,MaxSpreadUSD,MaxOpenPositions,UsePendingRetest,RetestOffsetUSD,PendingExpirySec,UseTrailing,TrailMode,TrailATRPeriod,TrailATRMult,TrailStepUSD,TrailStartRR,UsePyramid,MaxAdds,AddSpacingUSD,AddSizeFactor,CooldownSec,UseATRScaling,ATRScalingPeriod,SL_ATR_Mult,Retest_ATR_Mult,AddSpacing_ATR_Mult,TrailStep_ATR_Mult,MaxSpread_ATR_Mult,RNDelta_ATR_Mult
12,XAUUSD,55,6,12,3,0.2,1.5,true,true,false,0.3,150,0.5,0.6,1,2,0.8,50,5,0.5,0.55,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
13,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.28,150,0.5,0.6,1,2,0.8,50,5,0.5,0.55,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
14,XAUUSD,50,6,12,3,0.18,2,true,true,false,0.3,150,0.5,0.65,1,2,0.8,50,5,0.5,0.55,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
15,XAUUSD,55,5,12,3,0.18,2.5,true,true,false,0.3,150,0.5,0.65,1,2,0.8,50,5,0.5,0.55,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
16,XAUUSD,55,5,12,3,0.18,2,true,true,false,0.3,150,0.5,0.65,1,2,0.8,50,5,0.5,0.48,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
17,XAUUSD,60,6,12,3,0.22,2,true,true,false,0.35,150,0.5,0.6,1,2,0.8,50,5,0.5,0.6,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
18,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.3,150,0.5,0.6,1,2,0.8,50,4,0.6,0.55,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
19,XAUUSD,55,5,12,3,0.18,2,true,true,false,0.3,150,0.5,0.65,1,2,1,40,5,0.5,0.55,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20,XAUUSD,65,5,12,2,0.18,2,true,true,false,0.3,150,0.4,0.7,1,2,0.8,40,5,0.6,0.6,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21,XAUUSD,50,6,12,3,0.22,1,true,true,false,0.4,150,0.5,0.55,1,2,0.8,50,5,0.5,0.65,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22,XAUUSD,55,6,12,2,0.22,1,true,true,false,0.4,150,0.5,0.55,1,2,0.8,50,5,0.5,0.65,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
23,XAUUSD,60,6,12,3,0.22,2,true,true,false,0.37,150,0.5,0.6,1,2,0.8,50,5,0.5,0.6,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
24,XAUUSD,55,5,12,3,0.22,2.5,true,true,false,0.4,150,0.5,0.6,1,2,0.8,50,5,0.5,0.6,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
25,XAUUSD,50,6,12,3,0.22,1,true,true,false,0.4,150,0.5,0.55,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
26,XAUUSD,55,6,12,3,0.22,1.5,true,true,false,0.37,150,0.5,0.55,1,2,0.8,50,5,0.5,0.6,1,false,0.07,60,false,0,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
27,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.6,50,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
28,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
29,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,2,14,2,0.25,0.8,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
30,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
31,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,1,false,0.07,60,true,2,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
32,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,9.9,2,1,0,5,0.5,0.4,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0,0,120,true,14,0.6,0.25,0.8,0.5,0.15,0.4
33,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.4,2,1,30,5,0.5,0.4,1,false,0.07,60,true,1,21,2.2,0.3,1.2,false,0,0,0,120,true,14,0.6,0.25,0.8,0.5,0.15,0.4
34,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.5,2,0.8,30,5,0.5,0.4,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0,0,120,true,14,0.6,0.25,0.8,0.5,0.15,0.4
35,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.4,1,false,0.07,60,true,1,14,1.6,0.3,0.8,false,0,0,0,120,true,14,0.6,0.25,0.8,0.5,0.15,0.4
36,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.3,0.8,true,2,0.35,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
37,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,14,1.5,0.3,0.8,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
38,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,14,2,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
39,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,50,5,0.5,0.5,1,false,0.07,60,true,1,21,1.8,0.3,1,false,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
40,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,1,30,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.25,0.8,true,2,0.3,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
41,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,50,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.35,0.8,true,2,0.45,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
42,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.4,3,false,0.07,60,true,2,14,2,0.3,0.8,true,3,0.4,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
43,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.3,0.8,true,3,0.4,0.5,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
44,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.35,1,true,2,0.45,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
45,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,9.9,2,0.8,0,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.3,0.8,true,2,0.35,0.5,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
46,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,40,5,0.5,0.5,3,false,0.07,60,true,1,14,1.4,0.3,0.8,true,2,0.35,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
47,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1,2,0.8,40,5,0.5,0.5,3,false,0.07,60,true,2,14,2,0.25,0.8,true,2,0.3,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
48,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.22,0.8,true,2,0.32,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
49,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,55,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.22,0.8,true,2,0.42,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
50,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,55,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.28,0.8,true,2,0.38,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
51,XAUUSD,50,6,12,3,0.2,2,true,true,false,0.35,150,0.5,0.5,1.2,2,0.8,30,5,0.5,0.5,4,false,0.07,60,true,2,14,2,0.33,0.8,true,2,0.38,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
71,XAUUSD,45,5,11,2,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
72,XAUUSD,50,6,12,3,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
73,XAUUSD,55,6,14,3,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
74,XAUUSD,60,7,16,4,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
100,XAUUSD,50,6,12,3,0.2,2,TRUE,TRUE,FALSE,0.28,150,0.5,0.6,1,2,0.8,50,5,0.5,0.55,1,FALSE,0.07,60,FALSE,0,14,2,0.3,1,FALSE,0,0.4,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
107,XAUUSD,45,5,11,2,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
108,XAUUSD,50,6,12,3,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
109,XAUUSD,55,6,14,3,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
110,XAUUSD,60,7,16,4,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
143,XAUUSD,45,5,11,2,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
144,XAUUSD,50,6,12,3,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
145,XAUUSD,55,6,14,3,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
146,XAUUSD,60,7,16,4,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.5,0.55,1.5,3,0.8,30,90,0.7,0.5,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
179,XAUUSD,45,5,11,2,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.6,0.55,1.8,3.6,0.9,25,120,0.8,0.5,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
181,XAUUSD,55,6,14,3,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.6,0.55,1.8,3.6,0.9,25,120,0.8,0.5,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
182,XAUUSD,60,7,16,4,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.6,0.55,1.8,3.6,0.9,25,120,0.8,0.5,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
198,XAUUSD,50,6,12,3,0.16,1,TRUE,TRUE,FALSE,0.28,140,0.8,0.55,2.2,4,1,20,150,0.9,0.5,1,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
203,XAUUSD,80,9,22,6,0.16,1,TRUE,TRUE,FALSE,0.28,140,0.8,0.55,2.2,4,1,20,150,0.9,0.5,1,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
225,XAUUSD,50,6,12,3,0.16,1,TRUE,FALSE,FALSE,0.28,160,0.8,0.55,2.2,4,1,20,150,0.9,0.5,1,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
230,XAUUSD,80,9,22,6,0.16,1,TRUE,FALSE,FALSE,0.28,160,0.8,0.55,2.2,4,1,20,150,0.9,0.5,1,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
235,XAUUSD,55,6,14,3,0.16,1,TRUE,TRUE,FALSE,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
236,XAUUSD,60,7,16,4,0.16,1,TRUE,TRUE,FALSE,0.28,140,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
250,XAUUSD,40,5,10,2,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
251,XAUUSD,45,5,11,2,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
253,XAUUSD,55,6,14,3,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
254,XAUUSD,60,7,16,4,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
262,XAUUSD,55,6,14,3,0.16,1,TRUE,FALSE,FALSE,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
263,XAUUSD,60,7,16,4,0.16,1,TRUE,FALSE,FALSE,0.28,160,0.3,0.55,0.9,2,0.6,40,45,0.5,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
272,XAUUSD,60,7,16,4,0.16,1,TRUE,TRUE,FALSE,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
273,XAUUSD,65,7,18,4,0.16,1,TRUE,TRUE,FALSE,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
274,XAUUSD,70,8,20,5,0.16,1,TRUE,TRUE,FALSE,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
275,XAUUSD,80,9,22,6,0.16,1,TRUE,TRUE,FALSE,0.28,140,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
286,XAUUSD,40,5,10,2,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
287,XAUUSD,45,5,11,2,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
289,XAUUSD,55,6,14,3,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
290,XAUUSD,60,7,16,4,0.16,1,FALSE,TRUE,FALSE,0.28,130,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
299,XAUUSD,60,7,16,4,0.16,1,TRUE,FALSE,FALSE,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
300,XAUUSD,65,7,18,4,0.16,1,TRUE,FALSE,FALSE,0.28,160,0.4,0.55,1.2,2.4,0.7,35,60,0.6,0.5,3,TRUE,0.04,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1010,EURUSD,50,5,12,3,0.00014,0.5,TRUE,TRUE,FALSE,0.00028,130,0.25,0.0077,0.9,2.2,0.6,45,60,0.6,0.0005,4,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1034,EURUSD,50,5,12,3,0.00014,0.5,TRUE,TRUE,FALSE,0.00028,130,0.35,0.0077,1.2,2.5,0.7,40,90,0.7,0.0005,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1058,EURUSD,50,5,12,3,0.00014,0.5,TRUE,TRUE,FALSE,0.00028,130,0.45,0.0077,1.5,3,0.8,35,120,0.8,0.0005,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1082,EURUSD,50,5,12,3,0.00014,0.5,TRUE,TRUE,FALSE,0.00028,130,0.6,0.0077,1.8,3.5,0.9,30,150,0.9,0.0005,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1106,EURUSD,50,5,12,3,0.00014,0.5,TRUE,TRUE,FALSE,0.00028,130,0.8,0.0077,2.2,4,1,25,180,1,0.0005,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1221,EURUSD,60,6,14,3,0.00014,0.5,TRUE,FALSE,FALSE,0.00028,120,0.8,0.0077,2.2,4,1,25,180,1,0.0005,2,TRUE,0.00028571,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1222,EURUSD,70,7,16,4,0.00014,0.5,TRUE,FALSE,FALSE,0.00028,120,0.8,0.0077,2.2,4,1,25,180,1,0.0005,2,TRUE,0.00028571,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
